2024-8-6 16:14:26,5,S-SMP-01,SM-S9280ZOPTGY,"Galaxy S24 Ultra, 1TB, Titanium Orange",SKU Price,10576,Passed,Galaxy Credit,,,SKU Price in Cart,10576,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-S9280ZOPTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,52.48
2024-8-6 16:15:19,6,S-SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,8936,Passed,Galaxy Credit,,,SKU Price in Cart,8936,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,50.89
2024-8-6 16:16:15,7,S-SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,8116,Passed,Galaxy Credit,,,SKU Price in Cart,8116,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,48.43000000000001
2024-8-6 16:17:5,8,S-SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,7050,Passed,Galaxy Credit,,,SKU Price in Cart,7050,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,47.73000000000002
2024-8-6 16:17:56,9,S-SMP-05,SM-S9260ZADTGY,"Galaxy S24+, 256GB, Marble Gray",SKU Price,6230,Passed,Galaxy Credit,,,SKU Price in Cart,6230,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-S9260ZADTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,49.25999999999999
2024-8-6 16:18:46,10,S-SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,5656,Passed,Galaxy Credit,,,SKU Price in Cart,5656,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9210ZKHTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,46.76999999999998
2024-8-6 16:19:34,11,S-SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,4836,Passed,Galaxy Credit,,,SKU Price in Cart,4836,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9210ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,46.370000000000005
2024-8-6 16:20:23,12,S-SMP-08,SM-F9560AKHTGY,"Galaxy Z Fold6, 1TB+12GB, Crafted Black",SKU Price,16006,Failed,Galaxy Credit,,,SKU Price in Cart,16006,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F9560AKHTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-ITAC13-M,1,Passed,Z-SM-R177NZWAASA,1,Passed,,,,,,,,,,,,,,,,,,,Failed,53.139999999999986
2024-8-6 16:21:18,13,S-SMP-09,SM-F9560AKGTGY,"Galaxy Z Fold6, 512GB+12GB, Crafted Black",SKU Price,14166,Failed,Galaxy Credit,,,SKU Price in Cart,14166,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F9560AKGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-ITAC13-M,1,Passed,Z-SM-R177NZWAASA,1,Passed,,,,,,,,,,,,,,,,,,,Failed,54.15999999999997
2024-8-6 16:22:13,14,S-SMP-10,SM-F9560AKDTGY,"Galaxy Z Fold6, 256GB+12GB, Crafted Black",SKU Price,13246,Failed,Galaxy Credit,,,SKU Price in Cart,13246,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-F9560AKDTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-ITAC13-M,1,Passed,Z-SM-R177NZWAASA,1,Passed,,,,,,,,,,,,,,,,,,,Failed,56.28000000000003
