2024-6-19 0:11:10,5,SMP-01,SM-S9280LBPTGY,"Galaxy S24 Ultra, 1TB, Titanium Blue",SKU Price,11998,Passed,Galaxy Credit,500,Failed,SKU Price in Cart,11998,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280LBPTGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,90.23
2024-6-19 0:12:42,6,SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,9998,Passed,Galaxy Credit,100,Passed,SKU Price in Cart,9998,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,85.94
2024-6-19 0:14:10,7,SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,8998,Passed,Galaxy Credit,100,Passed,SKU Price in Cart,8998,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,84.87
2024-6-19 0:15:37,8,SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,7998,Passed,Galaxy Credit,100,Passed,SKU Price in Cart,7998,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,3,Failed,More - Expected 2 / Actual 3,Items in Cart,SM-S9260ZKGTGY,1,Passed,GP-FPS926SBKRW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-202406WWTICKET-D,2,Failed,,,,,,,,,,,,,,,,,,,,,,Failed,90.73999999999995
2024-6-19 0:17:10,9,SMP-05,SM-S9260ZKDTGY,"Galaxy S24+, 256GB, Onyx Black",SKU Price,6998,Passed,Galaxy Credit,100,Passed,SKU Price in Cart,6998,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,3,Passed,-,Items in Cart,SM-S9260ZKDTGY,1,Passed,GP-FPS926SBKRW,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,86.27999999999997
2024-6-19 0:18:39,10,SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,6598,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6598,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,3,Passed,-,Items in Cart,SM-S9210ZKHTGY,1,Passed,GP-FPS921SBKRW,1,Failed,Z-EP-T6530NBEGGB,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,94.78999999999996
2024-6-19 0:20:17,11,SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.969999999999914
2024-6-19 0:20:53,12,SMP-08,SM-F9460LBHTGY,"Galaxy Z Fold5 1TB, Icy Blue",SKU Price,14998,Passed,Galaxy Credit,100,Failed,SKU Price in Cart,14998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,1798,Passed,Premium Count,3,Passed,-,Items in Cart,SM-F9460LBHTGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-SM-R510NZAAASA,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,89.33000000000004
2024-6-19 0:22:25,13,SMP-09,SM-F9460ZUGTGY,"Galaxy Z Fold5 512, Gray (eStore)",SKU Price,12998,Passed,Galaxy Credit,100,Failed,SKU Price in Cart,12998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,1798,Passed,Premium Count,3,Passed,-,Items in Cart,SM-F9460ZUGTGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-SM-R510NZAAASA,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,88.13999999999999
2024-6-19 0:23:55,14,SMP-10,SM-F9460ZKDTGY,"Galaxy Z Fold5 256, 12GB + 256GB, Black",SKU Price,11998,Passed,Galaxy Credit,100,Failed,SKU Price in Cart,11998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,1798,Passed,Premium Count,3,Passed,-,Items in Cart,SM-F9460ZKDTGY,1,Passed,Z-EB-P4520XUEGWW-M,1,Passed,Z-SM-R510NZAAASA,1,Passed,Z-202406WWTICKET-D,2,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,85.73000000000002
