2024-5-13 23:24:40,,QA98QN90DAJXZK,"98"" Neo QLED 4K QN90D",SKU Price,114382,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,114382,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA98QN90DAJXZK,1,Passed,Z-HW-Q700D/ZK,1,Passed,Z-WMN8000SX/XY,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,68.53
2024-5-13 23:25:51,,QA85QN900DJXZK,"85"" Neo QLED 8K QN900D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.980000000000004
2024-5-13 23:26:25,,QA83S90DAEXZK,"83"" OLED S90DAE",SKU Price,75222,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,75222,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA83S90DAEXZK,1,Passed,Z-SM-S9260ZKDT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,72.38
2024-5-13 23:27:40,,QA77S90DAEXZK,"77"" OLED S90DAE",SKU Price,47502,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,47502,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA77S90DAEXZK,1,Passed,Z-SM-S9260ZKDT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.70999999999998
2024-5-13 23:28:48,,QA75QN900DJXZK,"75"" Neo QLED 8K QN900D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.72999999999999
2024-5-13 23:29:21,,QA65S90DAJXZK,"65"" OLED S90DA",SKU Price,21982,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,21982,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA65S90DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-SM-S9210ZVGT-CTV,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.02000000000004
2024-5-13 23:30:29,,QA65QN900DJXZK,"65"" Neo QLED 8K QN900D",SKU Price,37822,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,37822,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA65QN900DJXZK,1,Passed,Z-SM-S9280ZTGT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.85000000000002
2024-5-13 23:31:36,,QA55S90DAJXZK,"55"" OLED S90DA",SKU Price,15822,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,15822,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA55S90DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-SM-S9210ZVGT-CTV,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.94999999999999
2024-5-13 23:32:44,,QA55QN90DAJXZK,"55"" Neo QLED 4K QN90D",SKU Price,15822,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,15822,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA55QN90DAJXZK,1,Passed,Z-SM-S9210ZVGT-CTV,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.48000000000002
2024-5-13 23:33:51,,QA65QN95DAJXZK,"65"" Neo QLED 4K QN95D",SKU Price,26382,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,26382,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA65QN95DAJXZK,1,Passed,Z-SM-S9260ZKDT-CTV,1,Passed,Z-HW-Q700D/ZK,1,Passed,Z-WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,68.13999999999999
