28/5/2024 9:57,E-SMP-31,SM-R940NZKATGY,"Galaxy Watch6 44mm (BT), Graphite",SKU Price,1679,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1679,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-R940NZKATGY,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.14
28/5/2024 9:58,E-TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,4842,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,4842,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X710NZAATGY,1,Passed,Z-EF-DX710UBEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EF-ZX712PWEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,60.44
28/5/2024 9:59,E-TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,6074,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6074,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X810NZAATGY,1,Passed,Z-EF-DX810UBEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EF-ZX812PWEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,60.44
28/5/2024 10:01,E-TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,6782,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6782,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X910NZAATGY,1,Passed,Z-EF-ZX912PWEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EF-DX910UBEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,58.29
28/5/2024 10:02,E-TAB-04,SM-X510NLGATGY,"Galaxy Tab S9 FE, Wi-Fi, MINT",SKU Price,2870,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2870,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,Less - Expected 3 / Actual 2,Items in Cart,SM-X510NLGATGY,1,Passed,Z-ITFITEX41,1,Passed,Z-ITFITCS9FEGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,56.04
28/5/2024 10:03,E-TAB-05,SM-X610NLGATGY,"Galaxy Tab S9 FE+, Wi-Fi, MINT",SKU Price,3830,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,3830,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,Less - Expected 3 / Actual 2,Items in Cart,SM-X610NLGATGY,1,Passed,Z-ITFITEX41,1,Passed,Z-ITFITCS9FEPGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,56.04
28/5/2024 10:04,E-TAB-06,SM-X210NDBATGY,"Galaxy Tab A9+, 64GB 4GB Wi-Fi Navy",SKU Price,1430,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1430,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-X210NDBATGY,1,Passed,Z-ITFITCA9PGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.66
28/5/2024 10:05,E-TAB-07,SM-X306BZGATGY,Galaxy Tab Active 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),30.15
28/5/2024 10:06,E-TAB-08,SM-P620NZAETGY,Galaxy Tab S6 Lite (2024) Wi-Fi Oxford Gray,SKU Price,2200,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2200,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-P620NZAETGY,1,Passed,Z-ITFITEX41,1,Passed,Z-ITFITBKCS6LGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.39
28/5/2024 10:07,E-NPC-01,NP960XGL-XG1HK,"Galaxy Book4 Uitra 16""/i9/64GB/2TB/RTX4070",SKU Price,19984,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,19984,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,NP960XGL-XG1HK,1,Passed,Z-GAMEPASSULT3MMX,1,Passed,Z-XBOXCTRLGDSP,1,Passed,Z-EF-LPUN6PBEGWW,1,Passed,Z-ITFITEX43,1,Passed,,,,,,,,,,,,,,,,,,,Passed,71.26
