2024-5-13 22:23:28,MXS-01,SM-F9460ZKHTGY,"Galaxy Z Fold5 1TB, 12GB + 1TB, Black",SKU Price,12449,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,12449,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-F9460ZKHTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,56.02
2024-5-13 22:24:26,MXS-02,SM-F9460ZKGTGY,"Galaxy Z Fold5 512, 12GB + 512GB, Black",SKU Price,10949,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10949,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-F9460ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,55.33
2024-5-13 22:25:24,MXS-03,SM-F9460ZKDTGY,"Galaxy Z Fold5 256, 12GB + 256GB, Black",SKU Price,10199,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10199,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-F9460ZKDTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,56.14
2024-5-13 22:26:23,MXS-04,SM-F7310LGETGY,"Galaxy Z Flip5 512, Mint",SKU Price,6974,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6974,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,-1,Failed,Less - Expected 4 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,,,,Failed,59.28
2024-5-13 22:27:25,MXS-05,SM-F7310ZEATGY,"Galaxy Z Flip5 256, 8GB + 256GB, Cream",SKU Price,6224,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6224,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-F7310ZEATGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P5400TWEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,59.28
2024-5-13 22:28:36,MXS-06,SM-S9280LBPTGY,"Galaxy S24 Ultra, 1TB, Titanium Blue",SKU Price,10963,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10963,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280LBPTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-T220NZSFTGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,57.18000000000001
2024-5-13 22:29:36,MXS-07,SM-S9280ZOPTGY,"Galaxy S24 Ultra, 1TB, Titanium Orange",SKU Price,10963,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10963,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZOPTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-T220NZSFTGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,59.360000000000014
2024-5-13 22:30:37,MXS-08,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,9263,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,9263,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,56.93000000000001
2024-5-13 22:31:37,MXS-09,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,8413,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,8413,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,55.44
2024-5-13 22:32:35,MXS-10,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,7308,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,7308,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,More - Expected 1 / Actual 2,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,55.120000000000005
