2024-8-7 14:27:31,5,S-CTV-01,QA32LS03CBJXZK,"32"" The Frame LS03C",SKU Price,4784,Passed,Galaxy Credit,,,SKU Price in Cart,4784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,QA32LS03CBJXZK,1,Passed,Z-ARTSTORE6MTHS,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,88.75
2024-8-7 14:29:9,9,S-CTV-05,QA43LS05BBJXZK,"43"" The Sero LS05B 白色",SKU Price,11423,Passed,Galaxy Credit,,,SKU Price in Cart,11423,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA43LS05BBJXZK,1,Passed,Z-VG-SCST43V/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.349999999999994
2024-8-7 14:30:56,39,S-CTV-35,QA98Q80CAJXZK,"98"" QLED 4K Q80C",SKU Price,70383,Passed,Galaxy Credit,,,SKU Price in Cart,70383,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Failed,Less - Expected 3 / Actual 1,Items in Cart,QA98Q80CAJXZK,1,Passed,Z-WMN8000SX/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,65.32
2024-8-7 14:32:5,40,S-CTV-36,QA98QN990CJXZK,"98"" Neo QLED 8K QN990C",SKU Price,246383,Passed,Galaxy Credit,,,SKU Price in Cart,246383,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA98QN990CJXZK,1,Passed,Z-WMN8000SX/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,69.08999999999997
2024-8-7 14:34:12,41,S-CTV-37,UA32T5300AJXZK,"32"" T5300 FHD Smart TV",SKU Price,2887,Passed,Galaxy Credit,,,SKU Price in Cart,2887,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,UA32T5300AJXZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,117.28999999999996
2024-8-7 14:35:28,51,S-CTV-47,SP-LFF3CLAXXZK,The Freestyle 2nd Gen,SKU Price,4784,Passed,Galaxy Credit,,,SKU Price in Cart,4784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SP-LFF3CLAXXZK,1,Passed,Z-ITFITSD05,1,Passed,Z-VG-FBB3BA,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.48000000000008
2024-8-7 14:36:35,52,S-CTA-01,VG-SCFC32BWBXY,"32"" The Frame Modern Brown Bezel (2023)",SKU Price,696,Passed,Galaxy Credit,,,SKU Price in Cart,696,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC32BWBXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.690000000000055
2024-8-7 14:37:43,53,S-CTA-02,VG-SCFC32TKBXY,"32"" The Frame Modern Teak Bezel (2023)",SKU Price,696,Passed,Galaxy Credit,,,SKU Price in Cart,696,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC32TKBXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.210000000000036
2024-8-7 14:38:44,54,S-CTA-03,VG-SCFC32WTBXY,"32"" The Frame Modern White Bezel (2023)",SKU Price,696,Passed,Galaxy Credit,,,SKU Price in Cart,696,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC32WTBXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.50999999999999
2024-8-7 14:39:51,55,S-CTA-04,VG-SCFC32SGMXY,"32"" The Frame Beveled Sand Gold Bezel (2023)",SKU Price,872,Passed,Galaxy Credit,,,SKU Price in Cart,872,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC32SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,67.15000000000009
2024-8-7 14:41:1,57,S-CTA-06,VG-SCFA43BWBRU,"43"" The Frame Modern Brown Bezel",SKU Price,784,Passed,Galaxy Credit,,,SKU Price in Cart,784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA43BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,67.56000000000006
2024-8-7 14:42:11,58,S-CTA-07,VG-SCFA43TKBRU,"43"" The Frame Modern Teak Bezel",SKU Price,784,Passed,Galaxy Credit,,,SKU Price in Cart,784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA43TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,59.49000000000001
2024-8-7 14:43:17,59,S-CTA-08,VG-SCFA43WTBRU,"43"" The Frame Modern White Bezel",SKU Price,784,Passed,Galaxy Credit,,,SKU Price in Cart,784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA43WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,55.889999999999986
2024-8-7 14:44:14,60,S-CTA-09,VG-SCFC43SGMXY,"43"" The Frame Beveled Sand Gold Bezel",SKU Price,1136,Passed,Galaxy Credit,,,SKU Price in Cart,1136,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC43SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,54.12000000000012
2024-8-7 14:45:11,61,S-CTA-10,VG-SCFA50BEBRU,"50"" The Frame Modern Beige Wood Bezel",SKU Price,872,Passed,Galaxy Credit,,,SKU Price in Cart,872,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA50BEBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,53.97999999999979
2024-8-7 14:46:8,62,S-CTA-11,VG-SCFA50BWBRU,"50"" The Frame Modern Brown Bezel",SKU Price,872,Passed,Galaxy Credit,,,SKU Price in Cart,872,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA50BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,53.47000000000003
2024-8-7 14:52:0,63,S-CTA-12,VG-SCFA50TKBRU,"50"" The Frame Modern Teak Bezel",SKU Price,872,Passed,Galaxy Credit,,,SKU Price in Cart,872,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA50TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,59.85
2024-8-7 14:53:6,64,S-CTA-13,VG-SCFA50WTBRU,"50"" The Frame Modern White Bezel",SKU Price,872,Passed,Galaxy Credit,,,SKU Price in Cart,872,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA50WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,59.25
2024-8-7 14:54:9,65,S-CTA-14,VG-SCFC50SGMXY,"50"" The Frame Beveled Sand Gold Bezel",SKU Price,1224,Passed,Galaxy Credit,,,SKU Price in Cart,1224,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC50SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.32
2024-8-7 14:55:18,66,S-CTA-15,VG-SCFA55BEBRU,"55"" The Frame Modern Beige Wood Bezel",SKU Price,960,Passed,Galaxy Credit,,,SKU Price in Cart,960,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55BEBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,67.99000000000004
2024-8-7 14:56:29,67,S-CTA-16,VG-SCFA55BWBRU,"55"" The Frame Modern Brown Bezel",SKU Price,960,Passed,Galaxy Credit,,,SKU Price in Cart,960,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,56.879999999999995
2024-8-7 14:57:29,68,S-CTA-17,VG-SCFA55TKBRU,"55"" The Frame Modern Teak Bezel",SKU Price,960,Passed,Galaxy Credit,,,SKU Price in Cart,960,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.40999999999997
2024-8-7 16:11:33,70,S-CTA-19,VG-SCFA55WTBRU,"55"" The Frame Modern White Bezel",SKU Price,960,Passed,Galaxy Credit,,,SKU Price in Cart,960,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.949999999999996
2024-8-7 16:12:38,71,S-CTA-20,VG-SCFA55WTCRU,"55"" The Frame Beveled White Bezel",SKU Price,960,Passed,Galaxy Credit,,,SKU Price in Cart,960,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA55WTCRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,71.61000000000001
2024-8-7 16:13:47,72,S-CTA-21,VG-SCFC55SGMXY,"55"" The Frame Beveled Sand Gold Bezel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.67999999999998
2024-8-7 16:14:35,74,S-CTA-23,VG-SCFA65BWBRU,"65"" The Frame Modern Brown Bezel",SKU Price,1048,Passed,Galaxy Credit,,,SKU Price in Cart,1048,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,69.03
2024-8-7 16:15:43,75,S-CTA-24,VG-SCFA65TKBRU,"65"" The Frame Modern Teak Bezel",SKU Price,1048,Passed,Galaxy Credit,,,SKU Price in Cart,1048,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,75.26000000000002
2024-8-7 16:17:4,76,S-CTA-25,VG-SCFA65TRCRU,"65"" The Frame Beveled Brick Red Bezel",SKU Price,1048,Passed,Galaxy Credit,,,SKU Price in Cart,1048,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65TRCRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,72.42000000000002
2024-8-7 16:18:18,77,S-CTA-26,VG-SCFA65WTBRU,"65"" The Frame Modern White Bezel",SKU Price,1048,Passed,Galaxy Credit,,,SKU Price in Cart,1048,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65WTBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,74.48000000000002
2024-8-7 16:19:36,78,S-CTA-27,VG-SCFA65WTCRU,"65"" The Frame Beveled White Bezel",SKU Price,1048,Passed,Galaxy Credit,,,SKU Price in Cart,1048,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA65WTCRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.19999999999999
2024-8-7 16:20:41,79,S-CTA-28,VG-SCFC65SGMXY,"65""The Frame Beveled Sand Gold Bezel",SKU Price,1400,Passed,Galaxy Credit,,,SKU Price in Cart,1400,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFC65SGMXY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61.210000000000036
2024-8-7 16:21:45,80,S-CTA-29,VG-SCFA75BEBRU,"75"" The Frame Modern Beige Wood Bezel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),87.20000000000005
2024-8-7 16:23:19,81,S-CTA-30,VG-SCFA75BWBRU,"75"" The Frame Modern Brown Bezel",SKU Price,1136,Passed,Galaxy Credit,,,SKU Price in Cart,1136,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA75BWBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,73.25999999999999
2024-8-7 16:24:31,82,S-CTA-31,VG-SCFA75TKBRU,"75"" The Frame Modern Teak Bezel",SKU Price,1136,Passed,Galaxy Credit,,,SKU Price in Cart,1136,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,VG-SCFA75TKBRU,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,59.20999999999992
