2024-6-1 0:58:4,SMP-13,SM-S9180ZGPTGY,"Galaxy S23 Ultra 1TB, 12+1T, Green (Key)",SKU Price,9898,Passed,Galaxy Credit,100,Passed,SKU Price in Cart,9898,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9180ZGPTGY,1,Passed,EF-ZS918CVEGWW,1,Failed,Z-ITFITPW03,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,72
2024-6-1 1:0:19,SMP-14,SM-S9160ZGGTGY,"Galaxy S23+ [512], 8+512GB, Green",SKU Price,6898,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,6898,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-S9160ZGGTGY,1,Passed,Z-ITFITPW03,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,76.7
2024-6-1 1:1:38,SMP-15,SM-S9110ZEGTGY,"Galaxy S23 [256], Cream (Key)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),41.57000000000001
2024-6-1 1:2:23,SMP-16,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",SKU Price,4298,Passed,Galaxy Credit,0,Failed,SKU Price in Cart,0,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,-1,Failed,Less - Expected 2 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,85.57
2024-6-1 1:3:57,SMP-17,SM-A5560ZKATGY,Galaxy A55 5G 8GB 128GB Awesome Navy,SKU Price,3298,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,3298,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-A5560ZKATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW08BE,1,Passed,Z-EF-ZA556CBEGWW,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,Passed,95.30000000000001
2024-6-1 1:5:36,SMP-18,SM-A3560ZKDTGY,Galaxy A35 5G 8GB 128GB Awesome Navy,SKU Price,2698,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,2698,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,SM-A3560ZKDTGY,1,Passed,Z-EF-QA356CTEGWW,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITPW08BE,1,Passed,,,,,,,,,,,,,,,,,,,Passed,99.06
2024-6-1 1:7:18,SMP-19,SM-A2360LBWTGY,"Galaxy A23 5G, Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),44.539999999999964
2024-6-1 1:8:1,SMP-20,SM-M346BDBPTGY,"Galaxy M34 5G, Dark Blue",SKU Price,1998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,1998,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,SM-M346BDBPTGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,71.37
2024-6-1 1:9:21,SMP-21,SM-A146PZKDTGY,"Galaxy A14 5G, 4GB + 64GB, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),40.16000000000008
2024-6-1 1:10:0,SMP-22,SM-A1560ZKGTGY,"Galaxy A15 5G, Blue Black",SKU Price,1598,Passed,Galaxy Credit,100,Passed,SKU Price in Cart,1598,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-A1560ZKGTGY,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.60000000000002
2024-6-1 1:11:7,SMP-23,SM-A2560ZKDTGY,"Galaxy A25 5G, Black",SKU Price,1998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,1998,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,SM-A2560ZKDTGY,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,77.84000000000003
2024-6-1 1:12:26,SMP-24,SM-R900NZAATGY,"Galaxy Watch5 40mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),44.299999999999955
2024-6-1 1:13:18,SMP-25,SM-R910NZAATGY,"Galaxy Watch5 44mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),46.14999999999998
2024-6-1 1:14:2,SMP-26,SM-R920NZTATGY,"Galaxy Watch5 Pro 45mm (BT), Gray Titanium",SKU Price,2158,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2158,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R920NZTATGY,1,Passed,Z-ITFITPW12,1,Passed,Z-ET-SVR93SUEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,83.2299999999999
2024-6-1 1:15:30,SMP-27,SM-R925FZKATGY,"Galaxy Watch5 Pro 45mm (LTE), Black Titanium",SKU Price,2398,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,2398,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R925FZKATGY,1,Passed,Z-ITFITPW12,1,Passed,Z-ET-SVR93SUEGWW,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,83.11000000000001
2024-6-1 1:16:57,SMP-28,SM-R390NZAATGY,Galaxy Fit3,SKU Price,498,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,498,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,SM-R390NZAATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,89.06999999999994
2024-6-1 1:18:29,SMP-29,SM-R510NZAAASA,"Galaxy Buds2 Pro, Graphite",SKU Price,1498,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1498,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,SM-R510NZAAASA,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,83.30999999999995
2024-6-1 1:19:58,SMP-30,SM-R930NZEATGY,"Galaxy Watch6 40mm (BT), Gold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),44.49000000000001
2024-6-1 1:20:40,SMP-31,SM-R935FZEATGY,"Galaxy Watch6 40mm (LTE), Gold",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),44.5
2024-6-1 1:21:34,SMP-32,SM-R940NZKATGY,"Galaxy Watch6 44mm (BT), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),47.97000000000003
2024-6-1 1:22:19,SMP-33,SM-R945FZKATGY,"Galaxy Watch6 44mm (LTE), Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),42.74000000000001
2024-6-1 1:23:3,SMP-34,SM-R950NZKATGY,"Galaxy Watch6 Classic 43mm (BT), Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),39.850000000000136
2024-6-1 1:23:46,SMP-35,SM-R955FZKATGY,"Galaxy Watch6 Classic 43mm (LTE), Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),40.15000000000009
