7/6/2024 9:30,SMP-01,SM-S9280LBPTGY,"Galaxy S24 Ultra, 1TB, Titanium Blue",SKU Price,11998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,11998,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280LBPTGY,1,Passed,GP-FPS928SBKRW,1,Failed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,49.78
7/6/2024 9:31,SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,9998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,9998,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,GP-FPS928SBKRW,2,Failed,SM-S9280ZKHTGY,1,Passed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,40.08
7/6/2024 9:32,SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,8998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,8998,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,GP-FPS928SBKRW,1,Failed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,39.76
7/6/2024 9:33,SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,7998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,7998,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9260ZKGTGY,1,Passed,GP-FPS926SBKRW,1,Failed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,45.08
7/6/2024 9:33,SMP-05,SM-S9260ZKDTGY,"Galaxy S24+, 256GB, Onyx Black",SKU Price,6998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,6998,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9260ZKDTGY,1,Passed,GP-FPS926SBKRW,1,Failed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,55.07
7/6/2024 9:34,SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,6598,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6598,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9210ZKHTGY,1,Passed,GP-FPS921SBKRW,1,Failed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,54.04
7/6/2024 9:35,SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,5598,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,5598,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9210ZKGTGY,1,Passed,GP-FPS921SBKRW,1,Failed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,50.35
7/6/2024 9:36,SMP-08,SM-F9460ZKHTGY,"Galaxy Z Fold5 1TB, 12GB + 1TB, Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),19.69
7/6/2024 9:36,SMP-09,SM-F9460ZUGTGY,"Galaxy Z Fold5 512, Gray (eStore)",SKU Price,11698,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,11698,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-F9460ZUGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R510NZAAASA,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,46.62
7/6/2024 9:37,SMP-10,SM-F9460ZKDTGY,"Galaxy Z Fold5 256, 12GB + 256GB, Black",SKU Price,10798,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,10798,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-F9460ZKDTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R510NZAAASA,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,46.05
