2024-5-17 22:58:45,TU-48,DF60A8500CG/SH,AI智能魔衣櫥 JetSteam除菌清新,SKU Price,10380,Passed,,,,SKU Price in Cart,10380,Passed,Trade-Up Discount,400,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,DF60A8500CG/SH,1,Passed,Z-ITFITEX37,1,Passed,Z-DF-HK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.86
2024-5-17 22:59:52,TU-47,WA10C14545BVSH,WA10C14545BVSH Ecobubble™ Top Loader with Drain Pump 10kg Black Caviar,SKU Price,3390,Passed,,,,SKU Price in Cart,3390,Passed,Trade-Up Discount,50,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,WA10C14545BVSH,1,Passed,Z-ITFITAC05BE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,64.64999999999999
2024-5-17 23:0:58,TU-46,WA10CG4545BDSH,WA10CG4545BDSH Ecobubble™ Top Loader without Drain Pump 10kg Versailles Gary,SKU Price,3390,Passed,,,,SKU Price in Cart,3390,Passed,Trade-Up Discount,50,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,WA10CG4545BDSH,1,Passed,Z-ITFITAC05BE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,62.68000000000001
2024-5-17 23:2:2,TU-45,WA80C14545BVSH,WA80C14545BVSH Ecobubble™ Top Loader with Drain Pump 8kg Black Caviar,SKU Price,2790,Passed,,,,SKU Price in Cart,2790,Passed,Trade-Up Discount,50,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,WA80C14545BVSH,1,Passed,Z-ITFITAC05BE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61.71999999999997
2024-5-17 23:3:6,TU-44,WA80CG4545BDSH,WA80CG4545BDSH Ecobubble™ Top Loader without Drain Pump 8kg Versailles Gary,SKU Price,2790,Passed,,,,SKU Price in Cart,2790,Passed,Trade-Up Discount,50,Passed,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,WA80CG4545BDSH,1,Passed,Z-ITFITAC05BE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.45999999999998
2024-5-17 23:4:8,TU-43,WD10T754DBH/SH,"WD10T754DBH AI Ecobubble™ AI Control Front Load Washing Machine + Dryer Combo 10.5/7kg, 1400rpm",SKU Price,5390,Failed,,,,SKU Price in Cart,5390,Failed,Trade-Up Discount,200,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,WD10T754DBH/SH,1,Passed,Z-ITFITF16,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,58.610000000000014
2024-5-17 23:5:9,TU-42,WD70T4046CH/SH,"WD70T4046CH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm",SKU Price,4290,Passed,,,,SKU Price in Cart,4290,Passed,Trade-Up Discount,150,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,WD70T4046CH/SH,1,Passed,Z-ITFITF16,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.93000000000001
2024-5-17 23:6:8,TU-41,WD70TA046BE/SH,"WD70TA046BE/SH Hygiene Steam Front Load Washer + Dryer Combo 7/5kg, 1400rpm",SKU Price,4290,Passed,,,,SKU Price in Cart,4290,Passed,Trade-Up Discount,150,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,WD70TA046BE/SH,1,Passed,Z-ITFITF16,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.31
2024-5-17 23:7:11,TU-40,WD80T654DBE/SH,"WD80T654DBE AI Ecobubble™ AI Control Front Load Washing Machine + Dryer Combo 8/6kg, 1400rpm",SKU Price,4990,Passed,,,,SKU Price in Cart,4990,Passed,Trade-Up Discount,150,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,WD80T654DBE/SH,1,Passed,Z-ITFITF16,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61.210000000000036
2024-5-17 23:8:11,TU-39,WD80TA546BH/SH,"WD80TA546BH AddWash™ Front Load Washing Machine + Dryer Combo 8/6kg, 1400rpm",SKU Price,4790,Passed,,,,SKU Price in Cart,4790,Passed,Trade-Up Discount,150,Passed,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,WD80TA546BH/SH,1,Passed,Z-ITFITF16,1,Passed,Z-ITFITEX42,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.450000000000045
