,,,,,https://www.samsung.com,https://www.samsung.com/hk/multistore/hkeducation/buy.,https://www.samsung.com/hk/multistore/samsunghkem/buy.
Tester,Model,TYPE,BC-Buy,SKU,B2C,SPP,EPP
,,,,,https://www.samsung.com,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZKPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZKPTGY
,"Galaxy S24 Ultra, 1TB, Titanium Black",,Y,SM-S9280ZKPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZKPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZTPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZTPTGY
,"Galaxy S24 Ultra, 1TB, Titanium Gray",,Y,SM-S9280ZTPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZTPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZVPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZVPTGY
,"Galaxy S24 Ultra, 1TB, Titanium Violet",,Y,SM-S9280ZVPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZVPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZYPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZYPTGY
,"Galaxy S24 Ultra, 1TB, Titanium Yellow",,Y,SM-S9280ZYPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZYPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LGPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LGPTGY
,"Galaxy S24 Ultra, 1TB, Titanium Green",,Y,SM-S9280LGPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LGPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZOPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZOPTGY
,"Galaxy S24 Ultra, 1TB, Titanium Orange",,Y,SM-S9280ZOPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZOPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LBPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LBPTGY
,"Galaxy S24 Ultra, 1TB, Titanium Blue",,Y,SM-S9280LBPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LBPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZKHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZKHTGY
,"Galaxy S24 Ultra, 512GB, Titanium Black",,Y,SM-S9280ZKHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZKHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZTHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZTHTGY
,"Galaxy S24 Ultra, 512GB, Titanium Gray",,Y,SM-S9280ZTHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZTHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZVHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZVHTGY
,"Galaxy S24 Ultra, 512GB, Titanium Violet",,Y,SM-S9280ZVHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZVHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZYHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZYHTGY
,"Galaxy S24 Ultra, 512GB, Titanium Yellow",,Y,SM-S9280ZYHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZYHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LGHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LGHTGY
,"Galaxy S24 Ultra, 512GB, Titanium Green",,Y,SM-S9280LGHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LGHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZOHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZOHTGY
,"Galaxy S24 Ultra, 512GB, Titanium Orange",,Y,SM-S9280ZOHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZOHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LBHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LBHTGY
,"Galaxy S24 Ultra, 512GB, Titanium Blue",,Y,SM-S9280LBHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LBHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZKGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZKGTGY
,"Galaxy S24 Ultra, 256GB, Titanium Black",,Y,SM-S9280ZKGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZKGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZTGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZTGTGY
,"Galaxy S24 Ultra, 256GB, Titanium Gray",,Y,SM-S9280ZTGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZTGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZVGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZVGTGY
,"Galaxy S24 Ultra, 256GB, Titanium Violet",,Y,SM-S9280ZVGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZVGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZYGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZYGTGY
,"Galaxy S24 Ultra, 256GB, Titanium Yellow",,Y,SM-S9280ZYGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZYGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LGGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LGGTGY
,"Galaxy S24 Ultra, 256GB, Titanium Green",,Y,SM-S9280LGGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LGGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZOGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZOGTGY
,"Galaxy S24 Ultra, 256GB, Titanium Orange",,Y,SM-S9280ZOGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZOGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LBGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LBGTGY
,"Galaxy S24 Ultra, 256GB, Titanium Blue",,Y,SM-S9280LBGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LBGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZKGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZKGTGY
,"Galaxy S24+, 512GB, Onyx Black",,Y,SM-S9260ZKGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZKGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZAGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZAGTGY
,"Galaxy S24+, 512GB, Marble Gray",,Y,SM-S9260ZAGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZAGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZVGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZVGTGY
