2024-8-8 8:50:3,233,S-CTV-64,QA55QN90DAJXZK,"55"" Neo QLED 4K QN90D",SKU Price,14063,Passed,Galaxy Credit,,,SKU Price in Cart,14063,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,6,Passed,-,Items in Cart,QA55QN90DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-CESPCOUPONS,5,Passed,Z-UA32T5300AJXZK,1,Passed,ZG-FREE1YRWAREXT,1,Passed,Z-Y24EPL12MPASS-C,1,Passed,Z-SM-X210NZA-TV,1,Passed,,,,,,,,,,,,,Passed,63.97
2024-8-8 8:51:13,234,S-CTV-65,QA55QN87DAJXZK,"55"" Neo QLED 4K QN87D",SKU Price,11423,Passed,Galaxy Credit,,,SKU Price in Cart,11423,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA55QN87DAJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-CESPCOUPONS,5,Passed,Z-UA32T5300AJXZK,1,Passed,Z-Y24EPL12MPASS-C,1,Passed,,,,,,,,,,,,,,,,,,,Passed,58.39
2024-8-8 8:52:11,235,S-CTV-66,QA55QN85DBJXZK,"55"" Neo QLED 4K QN85D",SKU Price,10543,Passed,Galaxy Credit,,,SKU Price in Cart,10543,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA55QN85DBJXZK,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-CESPCOUPONS,5,Passed,Z-UA32T5300AJXZK,1,Passed,Z-Y24EPL12MPASS-C,1,Passed,,,,,,,,,,,,,,,,,,,Passed,57.59000000000002
2024-8-8 8:54:8,236,S-CTV-67,QA65QN95DAJXZK,"65"" Neo QLED 4K QN95D",SKU Price,22785,Passed,Galaxy Credit,,,SKU Price in Cart,22785,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,QA65QN95DAJXZK,1,Passed,ZG-FREE1YRWAREXT,1,Passed,Z-Y24EPL12MPASS-C,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,Passed,119.75999999999999
2024-8-8 8:55:13,237,S-CTV-68,QA55LS03DAJXZK,"55"" Lifestyle Frame LS03D",SKU Price,10784,Passed,Galaxy Credit,,,SKU Price in Cart,10784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA55LS03DAJXZK,1,Passed,Z-VG-SCFA55WTBRU,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,109.56
2024-8-8 9:12:39,233,S-CTV-64,QA55QN90DAJXZK,"55"" Neo QLED 4K QN90D",SKU Price,14063,Passed,Galaxy Credit,,,SKU Price in Cart,14063,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,6,Passed,-,Items in Cart,QA55QN90DAJXZK,1,Passed,Z-UA32T5300AJXZK,1,Passed,ZG-FREE1YRWAREXT,1,Passed,Z-Y24EPL12MPASS-C,1,Passed,Z-SM-X210NZA-TV,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-CESPCOUPONS,5,Passed,,,,,,,,,,,,,Passed,76.97
2024-8-8 9:13:53,234,S-CTV-65,QA55QN87DAJXZK,"55"" Neo QLED 4K QN87D",SKU Price,11423,Passed,Galaxy Credit,,,SKU Price in Cart,11423,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA55QN87DAJXZK,1,Passed,Z-UA32T5300AJXZK,1,Passed,Z-Y24EPL12MPASS-C,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-CESPCOUPONS,5,Passed,,,,,,,,,,,,,,,,,,,Passed,58.260000000000005
2024-8-8 9:14:52,235,S-CTV-66,QA55QN85DBJXZK,"55"" Neo QLED 4K QN85D",SKU Price,10543,Passed,Galaxy Credit,,,SKU Price in Cart,10543,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Passed,-,Items in Cart,QA55QN85DBJXZK,1,Passed,Z-UA32T5300AJXZK,1,Passed,Z-Y24EPL12MPASS-C,1,Passed,Z-WMN-B05FB/XY,1,Passed,Z-CESPCOUPONS,5,Passed,,,,,,,,,,,,,,,,,,,Passed,59.98000000000002
2024-8-8 9:15:55,236,S-CTV-67,QA65QN95DAJXZK,"65"" Neo QLED 4K QN95D",SKU Price,22785,Passed,Galaxy Credit,,,SKU Price in Cart,22785,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,QA65QN95DAJXZK,1,Passed,ZG-FREE1YRWAREXT,1,Passed,Z-Y24EPL12MPASS-C,1,Passed,Z-WMN-B16FB/XY,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,Passed,58.90999999999997
2024-8-8 9:16:55,237,S-CTV-68,QA55LS03DAJXZK,"55"" Lifestyle Frame LS03D",SKU Price,10784,Passed,Galaxy Credit,,,SKU Price in Cart,10784,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,QA55LS03DAJXZK,1,Passed,Z-VG-SCFA55WTBRU,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,51.579999999999984
2024-8-8 9:17:47,238,S-CTV-69,QA50QN90DAJXZK,"50"" Neo QLED 4K QN90D",SKU Price,9223,Passed,Galaxy Credit,,,SKU Price in Cart,9223,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,QA50QN90DAJXZK,1,Passed,Z-CESPCOUPONS,5,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,50.48000000000002
2024-8-8 9:18:41,239,S-CTV-70,QA55QN95DAJXZK,"55"" Neo QLED 4K QN95D",SKU Price,15945,Passed,Galaxy Credit,,,SKU Price in Cart,15945,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,6,Passed,-,Items in Cart,QA55QN95DAJXZK,1,Passed,ZG-FREE1YRWAREXT,1,Passed,Z-Y24EPL12MPASS-C,1,Passed,Z-CESPCOUPONS,10,Passed,Z-WMN-B05FB/XY,1,Passed,Z-VG-SCFC32SGMXY,1,Passed,Z-QA32LS03CBJXZK,1,Passed,,,,,,,,,,,,,Passed,60.50999999999999
2024-8-8 9:20:53,248,S-HTS-18,HW-Q700D/ZK,Q-series Soundbar HW-Q700D,SKU Price,4040,Passed,Galaxy Credit,,,SKU Price in Cart,4040,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,HW-Q700D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,55.96
2024-8-8 9:21:49,249,S-HTS-19,HW-B650D/ZK,B-Series HW-B550 2.1ch Soundbar,SKU Price,1664,Passed,Galaxy Credit,,,SKU Price in Cart,1664,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,HW-B650D/ZK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,50.36000000000001
