2024-5-31 0:37:16,SMP-01,SM-S9280LBPTGY,"Galaxy S24 Ultra, 1TB, Titanium Blue",SKU Price,12898,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,12898,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,998,Passed,Premium Count,2,Failed,Less - Expected 3 / Actual 2,Items in Cart,SM-S9280LBPTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,88.57000000000001
2024-5-31 0:38:46,SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,10898,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,10898,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,998,Passed,Premium Count,2,Failed,Less - Expected 3 / Actual 2,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,100.08999999999999
2024-5-31 0:40:29,SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,9898,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,9898,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,998,Passed,Premium Count,2,Failed,Less - Expected 3 / Actual 2,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,111.86000000000001
2024-5-31 0:42:25,SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,8598,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,8598,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,132.04000000000002
2024-5-31 0:44:39,SMP-05,SM-S9260ZKDTGY,"Galaxy S24+, 256GB, Onyx Black",SKU Price,7598,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,7598,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9260ZKDTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,135.52999999999997
2024-5-31 0:46:56,SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,6898,Passed,Galaxy Credit,0,Failed,SKU Price in Cart,0,Failed,Extra Trade-In Rebate,0,Failed,SC Plus Price,0,Failed,Premium Count,-1,Failed,Less - Expected 2 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,,,,Failed,185.87
2024-5-31 0:50:5,SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,5898,Passed,Galaxy Credit,0,Failed,SKU Price in Cart,0,Failed,Extra Trade-In Rebate,0,Failed,SC Plus Price,0,Failed,Premium Count,-1,Failed,Less - Expected 2 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,,,,Failed,144.64
2024-5-31 0:54:38,SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,6898,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,6898,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9210ZKHTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,91.13
2024-5-31 0:56:11,SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,5898,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,5898,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9210ZKGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,83.09
2024-5-31 0:57:36,SMP-08,SM-F9460ZKHTGY,"Galaxy Z Fold5 1TB, 12GB + 1TB, Black",SKU Price,14998,Passed,Galaxy Credit,0,Failed,SKU Price in Cart,0,Failed,Extra Trade-In Rebate,0,Failed,SC Plus Price,0,Failed,Premium Count,-1,Failed,Less - Expected 2 / Actual -1,Items in Cart,,,,,,,,,,,,,,,,,,,,,,,,,Failed,197.51
2024-5-31 1:14:19,SMP-08,SM-F9460ZKHTGY,"Galaxy Z Fold5 1TB, 12GB + 1TB, Black",SKU Price,14998,Passed,Galaxy Credit,0,Failed,SKU Price in Cart,0,Failed,Extra Trade-In Rebate,0,Failed,SC Plus Price,0,Failed,Premium Count,-1,Failed,Less - Expected 2 / Actual -1,Items in Cart,Failed,173.47
2024-5-31 1:17:14,SMP-09,SM-F9460ZUGTGY,"Galaxy Z Fold5 512, Gray (eStore)",SKU Price,12998,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,12998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,1798,Passed,Premium Count,2,Passed,-,Items in Cart,SM-F9460ZUGTGY,1,Passed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,108.15
2024-5-31 1:19:5,SMP-10,SM-F9460ZKDTGY,"Galaxy Z Fold5 256, 12GB + 256GB, Black",SKU Price,11998,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,11998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,0,Failed,Premium Count,0,Failed,Less - Expected 2 / Actual 0,Items in Cart,SM-F9460ZKDTGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,119.75999999999999
2024-5-31 1:21:6,SMP-11,SM-F7310ZYETGY,"Galaxy Z Flip5 512, Yellow (eStore)",SKU Price,7998,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,7998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,998,Passed,Premium Count,4,Passed,-,Items in Cart,SM-F7310ZYETGY,1,Passed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,,,,,,,Passed,90.43
2024-5-31 1:25:56,SMP-12,SM-F7310ZEATGY,"Galaxy Z Flip5 256, 8GB + 256GB, Cream",SKU Price,6998,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,6998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,998,Passed,Premium Count,4,Passed,-,Items in Cart,SM-F7310ZEATGY,1,Passed,Z-ITFITE01,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,,,,,,,Passed,177.95999999999998
