6/8/2024 10:59,5,SMP-08,SM-F9560AKHTGY,"Galaxy Z Fold6, 1TB+12GB, Crafted Black",SKU Price,17398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,17398,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,1798,Passed,Premium Count,3,Passed,-,Items in Cart,SM-F9560AKHTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,98.71000000000001
6/8/2024 10:59,6,SMP-09,SM-F9560AKGTGY,"Galaxy Z Fold6, 512GB+12GB, Crafted Black",SKU Price,15398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,15398,Passed,Extra Trade-In Rebate,,,SC Plus Price,1798,Passed,Premium Count,3,Passed,-,Items in Cart,SM-F9560AKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,56.08999999999999
6/8/2024 11:00,7,SMP-10,SM-F9560AKDTGY,"Galaxy Z Fold6, 256GB+12GB, Crafted Black",SKU Price,14398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,14398,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-F9560AKDTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-P2400TWEGGB,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,61.19999999999999
6/8/2024 11:01,8,SMP-11,SM-F7410AKETGY,"Galaxy Z Flip6, 512GB+12GB, Crafted Black",SKU Price,9698,Passed,Galaxy Credit,400,Passed,SKU Price in Cart,9698,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,3,Passed,-,Items in Cart,SM-F7410AKETGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EF-ZF741CWEGWW-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,87.86000000000001
6/8/2024 11:02,9,SMP-12,SM-F7410AKATGY,"Galaxy Z Flip6, 256GB+12GB, Crafted Black",SKU Price,8698,Passed,Galaxy Credit,400,Passed,SKU Price in Cart,8698,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-F7410AKATGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EF-ZF741CWEGWW-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,50.99000000000001
6/8/2024 11:03,10,SMP-13,GP-FPF741HIHLW,"Galaxy Z Flip6 Limited Edition, 512GB+12GB,  Doreamon Special Edition",SKU Price,10698,Passed,Galaxy Credit,400,Passed,SKU Price in Cart,10698,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,GP-FPF741HIHLW,1,Passed,Z-SM-F7410LBETGY-M,1,Passed,Z-DORAEAMONBAG-M,1,Passed,Z-EP-T6530NBEGGB-D,1,Passed,Z-ITAC13-D,1,Passed,Z-EF-ZF741CWEGWW-D,1,Passed,,,,,,,,,,,,,,,,Passed,61.610000000000014
6/8/2024 11:04,11,SMP-01,SM-S9280ZOPTGY,"Galaxy S24 Ultra, 1TB, Titanium Orange",SKU Price,12398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,12398,Passed,Extra Trade-In Rebate,,,SC Plus Price,998,Passed,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZOPTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,53.31999999999999
6/8/2024 11:05,12,SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,10398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,10398,Passed,Extra Trade-In Rebate,,,SC Plus Price,998,Passed,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,54.31999999999999
6/8/2024 11:06,13,SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,9398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,9398,Passed,Extra Trade-In Rebate,,,SC Plus Price,998,Passed,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,53.75999999999999
6/8/2024 11:07,14,SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,8298,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,8298,Passed,Extra Trade-In Rebate,,,SC Plus Price,998,Passed,Premium Count,3,Passed,-,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,55.02999999999997
