2024-5-13 23:42:33,,SP-LFF3CLAXXZK,The Freestyle 2nd Gen,SKU Price,4485,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,4485,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SP-LFF3CLAXXZK,1,Passed,Z-ITFITSD05,1,Passed,Z-VG-FBB3BA/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.69
2024-5-13 23:43:45,,WMN-B16FB/XY,Full Motion Slim Wall Mount WMN-B16FB (2023),SKU Price,1082,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1082,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,WMN-B16FB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,65.66
2024-5-13 23:44:54,,WMN-B50EB/XY,Slim Fit Wall Mount WMN-B50EB (2023),SKU Price,826,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,826,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,WMN-B50EB/XY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.48999999999998
2024-5-13 23:45:59,,LS27CG552ECXXK,"27"" Odyssey G5 Curved Gaming Monitor (165Hz)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.129999999999995
2024-5-13 23:46:37,,LS32CG552ECXXK,"32"" Odyssey G5 Curved Gaming Monitor (165Hz)",SKU Price,1584,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1584,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,LS32CG552ECXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,75.85000000000002
2024-5-13 23:47:55,,LS32BG750NCXXK,32” Odyssey Neo G7 Mini-LED Curved Gaming Monitor (165Hz),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),33.04000000000002
2024-5-13 23:48:31,,LS34BG850SCXXK,"34"" Odyssey G8 OLED Curved Gaming Monitor (175Hz)",SKU Price,6704,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6704,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LS34BG850SCXXK,1,Passed,Z-STEAMPASS200,3,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,71.20999999999998
2024-5-13 23:49:45,,LS49CG954SCXXK,"49"" Odyssey G9 OLED Curved Gaming Monitor (240Hz)",SKU Price,10867,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10867,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,1,Passed,-,Items in Cart,LS49CG954SCXXK,1,Passed,Z-LS27A700NWCXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,66.22999999999996
2024-5-13 23:50:54,,LS27C390EACXXK,"27"" C390 Curved Monitor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),29.680000000000064
2024-5-13 23:51:26,,LS32C390EACXXK,"32"" C390 Curved Monitor",SKU Price,1424,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1424,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,LS32C390EACXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,63.97000000000003
2024-5-13 23:52:32,,LS27A700NWCXXK,"27"" A700 UHD 4K Monitor",SKU Price,1344,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,1344,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,0,Passed,-,Items in Cart,LS27A700NWCXXK,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,59.08000000000004
