2024-5-28 9:7:44,E-SMP-01,SM-S9280LBPTGY,"Galaxy S24 Ultra, 1TB, Titanium Blue",SKU Price,10576,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10576,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9280LBPTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,50.92
2024-5-28 9:8:37,E-SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,8936,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,8936,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,51.43
2024-5-28 9:9:33,E-SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,8116,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,8116,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,51.43
2024-5-28 9:10:42,E-SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,7050,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,7050,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,More - Expected 1 / Actual 2,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,57.110000000000014
2024-5-28 9:11:41,E-SMP-05,SM-S9260ZKDTGY,"Galaxy S24+, 256GB, Onyx Black",SKU Price,6230,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,6230,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,More - Expected 1 / Actual 2,Items in Cart,SM-S9260ZKDTGY,1,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,56.20000000000002
2024-5-28 9:12:39,E-SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,5863,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,5863,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,More - Expected 1 / Actual 2,Items in Cart,SM-S9210ZKHTGY,1,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,54.80000000000001
2024-5-28 9:13:39,E-SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,5013,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,5013,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Failed,More - Expected 1 / Actual 2,Items in Cart,SM-S9210ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Failed,58.95999999999998
2024-5-28 9:14:40,E-SMP-08,SM-F9460ZKHTGY,"Galaxy Z Fold5 1TB, 12GB + 1TB, Black",SKU Price,12449,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,12449,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-F9460ZKHTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R510NZAAASAMX,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,60.879999999999995
2024-5-28 9:15:42,E-SMP-09,SM-F9460ZUGTGY,"Galaxy Z Fold5 512, Gray (eStore)",SKU Price,10949,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10949,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-F9460ZUGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R510NZAAASAMX,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,57.70999999999998
2024-5-28 9:16:46,E-SMP-10,SM-F9460ZKDTGY,"Galaxy Z Fold5 256, 12GB + 256GB, Black",SKU Price,10199,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,10199,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-F9460ZKDTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-SM-R510NZAAASAMX,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,61.940000000000055
