14/5/2024 0:10,AMX-01,SM-S9280LBPTGY,"Galaxy S24 Ultra, 1TB, Titanium Blue",SKU Price,12398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,12398,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280LBPTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,73.07
14/5/2024 0:12,AMX-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,10398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,10398,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,74.78
14/5/2024 0:13,AMX-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,9398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,9398,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,71.04
14/5/2024 0:14,AMX-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,8298,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,8298,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,998,Passed,Premium Count,1,Passed,-,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,70.36
14/5/2024 0:15,AMX-05,SM-S9260ZKDTGY,"Galaxy S24+, 256GB, Onyx Black",SKU Price,7298,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,7298,Passed,Extra Trade-In Rebate,800,Failed,SC Plus Price,998,Passed,Premium Count,1,Passed,-,Items in Cart,SM-S9260ZKDTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Failed,66.83
14/5/2024 0:17,AMX-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,6898,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,6898,Passed,Extra Trade-In Rebate,500,Passed,SC Plus Price,998,Passed,Premium Count,1,Passed,-,Items in Cart,SM-S9210ZKHTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,125.73
14/5/2024 0:19,AMX-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,5898,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,5898,Passed,Extra Trade-In Rebate,500,Passed,SC Plus Price,998,Passed,Premium Count,1,Passed,-,Items in Cart,SM-S9210ZKGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,73.83
14/5/2024 0:20,AMX-08,SM-F9460ZKHTGY,"Galaxy Z Fold5 1TB, 12GB + 1TB, Black",SKU Price,14998,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,14998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,1798,Passed,Premium Count,1,Passed,-,Items in Cart,SM-F9460ZKHTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,71.21
14/5/2024 0:21,AMX-09,SM-F9460ZUGTGY,"Galaxy Z Fold5 512, Gray (eStore)",SKU Price,12998,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,12998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,1798,Passed,Premium Count,1,Passed,-,Items in Cart,SM-F9460ZUGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,73.06
14/5/2024 0:22,AMX-10,SM-F9460ZKDTGY,"Galaxy Z Fold5 256, 12GB + 256GB, Black",SKU Price,11998,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,11998,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,1798,Passed,Premium Count,1,Passed,-,Items in Cart,SM-F9460ZKDTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.76
