Checkout,,,,,https://www.samsung.com,https://www.samsung.com/hk/multistore/hkeducation/buy.,https://www.samsung.com/hk/multistore/samsunghkem/buy.,,,,,,
Tester,Model,TYPE,BC-Buy,SKU,B2C,SPP,EPP,TV Size,Automated Tests by UI Visions,,,,
Tester,Model,TYPE,BC-Buy,SKU,B2C,SPP,EPP,TV Size,Time of Test,Line No.,SKU,Result,Failed Reason
,,,,,,,,,,,,,
,"Galaxy S24 Ultra, 1TB, Titanium Black",Mobile,Y,SM-S9280ZKPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZKPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZKPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZKPTGY,0,,,,,
,"Galaxy S24 Ultra, 1TB, Titanium Gray",Mobile,Y,SM-S9280ZTPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZTPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZTPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZTPTGY,0,,,,,
,"Galaxy S24 Ultra, 1TB, Titanium Violet",Mobile,Y,SM-S9280ZVPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZVPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZVPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZVPTGY,0,,,,,
,"Galaxy S24 Ultra, 1TB, Titanium Yellow",Mobile,Y,SM-S9280ZYPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZYPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZYPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZYPTGY,0,,,,,
,"Galaxy S24 Ultra, 1TB, Titanium Green",Mobile,Y,SM-S9280LGPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LGPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LGPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LGPTGY,0,,,,,
,"Galaxy S24 Ultra, 1TB, Titanium Orange",Mobile,Y,SM-S9280ZOPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZOPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZOPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZOPTGY,0,,,,,
,"Galaxy S24 Ultra, 1TB, Titanium Blue",Mobile,Y,SM-S9280LBPTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LBPTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LBPTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LBPTGY,0,,,,,
,"Galaxy S24 Ultra, 512GB, Titanium Black",Mobile,Y,SM-S9280ZKHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZKHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZKHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZKHTGY,0,,,,,
,"Galaxy S24 Ultra, 512GB, Titanium Gray",Mobile,Y,SM-S9280ZTHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZTHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZTHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZTHTGY,0,,,,,
,"Galaxy S24 Ultra, 512GB, Titanium Violet",Mobile,Y,SM-S9280ZVHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZVHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZVHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZVHTGY,0,,,,,
,"Galaxy S24 Ultra, 512GB, Titanium Yellow",Mobile,Y,SM-S9280ZYHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZYHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZYHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZYHTGY,0,,,,,
,"Galaxy S24 Ultra, 512GB, Titanium Green",Mobile,Y,SM-S9280LGHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LGHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LGHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LGHTGY,0,,,,,
,"Galaxy S24 Ultra, 512GB, Titanium Orange",Mobile,Y,SM-S9280ZOHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZOHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZOHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZOHTGY,0,,,,,
,"Galaxy S24 Ultra, 512GB, Titanium Blue",Mobile,Y,SM-S9280LBHTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LBHTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LBHTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LBHTGY,0,,,,,
,"Galaxy S24 Ultra, 256GB, Titanium Black",Mobile,Y,SM-S9280ZKGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZKGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZKGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZKGTGY,0,,,,,
,"Galaxy S24 Ultra, 256GB, Titanium Gray",Mobile,Y,SM-S9280ZTGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZTGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZTGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZTGTGY,0,,,,,
,"Galaxy S24 Ultra, 256GB, Titanium Violet",Mobile,Y,SM-S9280ZVGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZVGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZVGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZVGTGY,0,,,,,
,"Galaxy S24 Ultra, 256GB, Titanium Yellow",Mobile,Y,SM-S9280ZYGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZYGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZYGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZYGTGY,0,,,,,
,"Galaxy S24 Ultra, 256GB, Titanium Green",Mobile,Y,SM-S9280LGGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LGGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LGGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LGGTGY,0,,,,,
,"Galaxy S24 Ultra, 256GB, Titanium Orange",Mobile,Y,SM-S9280ZOGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280ZOGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280ZOGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280ZOGTGY,0,,,,,
,"Galaxy S24 Ultra, 256GB, Titanium Blue",Mobile,Y,SM-S9280LBGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24-ultra/buy/?modelCode=SM-S9280LBGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9280LBGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9280LBGTGY,0,,,,,
,"Galaxy S24+, 512GB, Onyx Black",Mobile,Y,SM-S9260ZKGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZKGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZKGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZKGTGY,0,,,,,
,"Galaxy S24+, 512GB, Marble Gray",Mobile,Y,SM-S9260ZAGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZAGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZAGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZAGTGY,0,,,,,
,"Galaxy S24+, 512GB, Cobalt Violet",Mobile,Y,SM-S9260ZVGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZVGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZVGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZVGTGY,0,,,,,
,"Galaxy S24+, 512GB, Amber Yellow",Mobile,Y,SM-S9260ZYGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZYGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZYGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZYGTGY,0,,,,,
,"Galaxy S24+, 512GB, Jade Green",Mobile,Y,SM-S9260LGGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260LGGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260LGGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260LGGTGY,0,,,,,
,"Galaxy S24+, 512GB, Sandstone Orange",Mobile,Y,SM-S9260ZOGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZOGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZOGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZOGTGY,0,,,,,
,"Galaxy S24+, 512GB, Sapphire Blue",Mobile,Y,SM-S9260LBGTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260LBGTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260LBGTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260LBGTGY,0,,,,,
,"Galaxy S24+, 256GB, Onyx Black",Mobile,Y,SM-S9260ZKDTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZKDTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZKDTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZKDTGY,0,,,,,
,"Galaxy S24+, 256GB, Marble Gray",Mobile,Y,SM-S9260ZADTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZADTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZADTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZADTGY,0,,,,,
,"Galaxy S24+, 256GB, Cobalt Violet",Mobile,Y,SM-S9260ZVDTGY,https://www.samsung.com/hk/smartphones/galaxy-s24/buy/?modelCode=SM-S9260ZVDTGY,https://www.samsung.com/hk/multistore/hkeducation/buy.SM-S9260ZVDTGY,https://www.samsung.com/hk/multistore/samsunghkem/buy.SM-S9260ZVDTGY,0,,,,,
