2024-7-19 0:13:44,5,SMP-01,SM-S9280ZKPTGY,"Galaxy S24 Ultra, 1TB, Titanium Black",SKU Price,12398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,12398,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKPTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,71.99
2024-7-19 0:14:58,6,SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,10398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,10398,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,70.59
2024-7-19 0:16:10,7,SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",SKU Price,9398,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,9398,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9280ZKGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,76.29999999999998
2024-7-19 0:17:28,8,SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,8298,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,8298,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,74.35
2024-7-19 0:18:44,9,SMP-05,SM-S9260ZKDTGY,"Galaxy S24+, 256GB, Onyx Black",SKU Price,7298,Passed,Galaxy Credit,500,Passed,SKU Price in Cart,7298,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9260ZKDTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,72.85000000000002
2024-7-19 0:19:59,10,SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,6898,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,6898,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9210ZKHTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,78.43
2024-7-19 0:21:18,11,SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,5898,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,5898,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,998,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S9210ZKGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-EP-T6530NBEGGB,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,72.75
2024-7-19 0:22:41,26,SMP-22,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",SKU Price,4298,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,4298,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,398,Passed,Premium Count,2,Passed,-,Items in Cart,SM-S7110LGGTGY,1,Passed,Z-ITAC13-M,1,Passed,Z-ITFITPW03,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,76.81000000000006
2024-7-19 0:24:4,27,SMP-23,SM-A5560ZKATGY,Galaxy A55 5G 8GB 128GB Awesome Navy,SKU Price,3298,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,3298,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,398,Passed,Premium Count,2,Passed,-,Items in Cart,SM-A5560ZKATGY,1,Passed,Z-ITFITPW28-M,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,73.14999999999998
2024-7-19 0:25:14,28,SMP-24,SM-A5560LBDTGY,Galaxy A55 5G 12GB 256GB Awesome Iceblue,SKU Price,3698,Passed,Galaxy Credit,300,Passed,SKU Price in Cart,3698,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,398,Passed,Premium Count,2,Passed,-,Items in Cart,SM-A5560LBDTGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITPW28-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,105.84000000000003
2024-7-19 0:27:1,29,SMP-25,SM-A3560LVGTGY,Galaxy A35 5G 8GB 256GB Awesome Lilac,SKU Price,2998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,2998,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,398,Passed,Premium Count,2,Passed,-,Items in Cart,SM-A3560LVGTGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITPW28-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,73.76999999999998
2024-7-19 0:28:17,30,SMP-26,SM-A3560LBGTGY,Galaxy A35 5G 8GB 256GB Awesome Iceblue,SKU Price,2998,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,2998,Passed,Extra Trade-In Rebate,0,Passed,SC Plus Price,398,Passed,Premium Count,2,Passed,-,Items in Cart,SM-A3560LBGTGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITPW28-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,68.09000000000003
2024-7-19 0:29:44,60,TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,5288,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,5288,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X710NZAATGY,1,Passed,Z-EF-BX710PBEGWW,1,Passed,Z-ITAC13-M,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,74.29000000000008
2024-7-19 0:31:0,61,TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,6888,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,6888,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X810NZAATGY,1,Passed,Z-EF-BX810PBEGWW,1,Passed,Z-ITAC13-M,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,68.97000000000003
2024-7-19 0:33:8,62,TAB-02B,SM-X816BZAATGY,"Galaxy Tab S9+ (5G), 12GB+256, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),78.92000000000007
2024-7-19 0:33:31,63,TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,8388,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,8388,Passed,Extra Trade-In Rebate,800,Failed,SC Plus Price,,,Premium Count,5,Failed,More - Expected 3 / Actual 5,Items in Cart,SM-X810NZAATGY,1,Failed,SM-X910NZAATGY,1,Passed,Z-EF-BX810PBEGWW,1,Failed,Z-ITAC13-M,2,Passed,Z-EJ-B3400UBEGWW-M,2,Passed,Z-EF-BX910PBEGWW,1,Passed,,,,,,,,,,,,,,,,Failed,82.47000000000003
2024-7-19 0:34:58,64,TAB-04,SM-X510NLGATGY,"Galaxy Tab S9 FE, Wi-Fi, MINT",SKU Price,3088,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,3088,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,498,Passed,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-X510NLGATGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITCS9FEGY,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,76.66000000000008
2024-7-19 0:36:13,65,TAB-05,SM-X610NLGATGY,"Galaxy Tab S9 FE+, Wi-Fi, MINT",SKU Price,4088,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,4088,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,498,Passed,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-X610NLGATGY,1,Passed,Z-ITFITCS9FEPGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,74.62000000000012
2024-7-19 0:37:35,75,NPC-05,NP960XMB-KB1HK,"Galaxy Book4 Edge, 16""/X1E-84/16GB/1TB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),24.339999999999918
2024-7-19 0:38:1,76,NPC-06,NP940XMA-KB1HK,"Galaxy Book4 Edge, 14""/X1E-80/16GB/512GB, Sapphire Blue",SKU Price,11980,Passed,Galaxy Credit,0,Passed,SKU Price in Cart,11980,Passed,Extra Trade-In Rebate,1500,Passed,SC Plus Price,1049,Passed,Premium Count,2,Passed,-,Items in Cart,NP940XMA-KB1HK,1,Passed,Z-ITAC13-M,1,Passed,Z-SM-A1560ZKGTGY,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,82.34000000000015
2024-7-19 0:42:13,60,TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,5288,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,5288,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X710NZAATGY,1,Passed,Z-EF-BX710PBEGWW,1,Passed,Z-ITAC13-M,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,79.66
2024-7-19 0:43:35,61,TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,6888,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,6888,Passed,Extra Trade-In Rebate,800,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X810NZAATGY,1,Passed,Z-EF-BX810PBEGWW,1,Passed,Z-ITAC13-M,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,74.16
2024-7-19 0:44:51,62,TAB-02B,SM-X816BZAATGY,"Galaxy Tab S9+ (5G), 12GB+256, Graphite",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),22.639999999999986
2024-7-19 0:45:15,63,TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,8388,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,8388,Passed,Extra Trade-In Rebate,1200,Passed,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-X910NZAATGY,1,Passed,Z-EF-BX910PBEGWW,1,Passed,Z-ITAC13-M,1,Passed,Z-EJ-B3400UBEGWW-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,73.91000000000003
2024-7-19 0:52:56,64,TAB-04,SM-X510NLGATGY,"Galaxy Tab S9 FE, Wi-Fi, MINT",SKU Price,3088,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,3088,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,498,Passed,Premium Count,3,Passed,-,Items in Cart,SM-X510NLGATGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITFITCS9FEGY,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,76.97
2024-7-19 0:54:15,65,TAB-05,SM-X610NLGATGY,"Galaxy Tab S9 FE+, Wi-Fi, MINT",SKU Price,4088,Passed,Galaxy Credit,200,Passed,SKU Price in Cart,4088,Passed,Extra Trade-In Rebate,1000,Passed,SC Plus Price,498,Passed,Premium Count,3,Passed,-,Items in Cart,SM-X610NLGATGY,1,Passed,Z-ITFITCS9FEPGY,1,Passed,Z-ITFITT10WE,1,Passed,Z-ITAC13-M,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,77.41000000000001
2024-7-19 0:55:41,75,NPC-05,NP960XMB-KB1HK,"Galaxy Book4 Edge, 16""/X1E-84/16GB/1TB, Sapphire Blue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),23.430000000000007
