2024-5-31 0:4:39,S-SMP-01,SM-S9280LBPTGY,"Galaxy S24 Ultra, 1TB, Titanium Blue",SKU Price,10576,Passed,SKU Price in Cart,10576,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280LBPTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,57.24
2024-5-31 0:5:42,S-SMP-02,SM-S9280ZKHTGY,"Galaxy S24 Ultra, 512GB, Titanium Black",SKU Price,8936,Passed,SKU Price in Cart,8936,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-S9280ZKHTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,64.13
2024-5-31 0:6:48,S-SMP-03,SM-S9280ZKGTGY,"Galaxy S24 Ultra, 256GB, Titanium Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),35.34
2024-5-31 0:24:5,S-SMP-04,SM-S9260ZKGTGY,"Galaxy S24+, 512GB, Onyx Black",SKU Price,7050,Passed,SKU Price in Cart,7050,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,More - Expected 2 / Actual 3,Items in Cart,SM-S9260ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,60.4
2024-5-31 0:25:14,S-SMP-05,SM-S9260ZKDTGY,"Galaxy S24+, 256GB, Onyx Black",SKU Price,6230,Passed,SKU Price in Cart,6230,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,More - Expected 2 / Actual 3,Items in Cart,SM-S9260ZKDTGY,1,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,99.28999999999999
2024-5-31 0:26:58,S-SMP-06,SM-S9210ZKHTGY,"Galaxy S24, 512GB, Onyx Black",SKU Price,5863,Passed,SKU Price in Cart,5863,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,More - Expected 2 / Actual 3,Items in Cart,SM-S9210ZKHTGY,1,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,79.50999999999999
2024-5-31 0:28:21,S-SMP-07,SM-S9210ZKGTGY,"Galaxy S24, 256GB, Onyx Black",SKU Price,5013,Passed,SKU Price in Cart,5013,Failed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,More - Expected 2 / Actual 3,Items in Cart,SM-S9210ZKGTGY,1,Passed,Z-SM-R400NZWATGY,1,Failed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,104.14999999999998
2024-5-31 0:30:11,S-SMP-08,SM-F9460ZKHTGY,"Galaxy Z Fold5 1TB, 12GB + 1TB, Black",SKU Price,12449,Passed,SKU Price in Cart,12449,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-F9460ZKHTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,Z-SM-R510NZAAASAMX,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,84.44
2024-5-31 0:31:37,S-SMP-09,SM-F9460ZUGTGY,"Galaxy Z Fold5 512, Gray (eStore)",SKU Price,10949,Passed,SKU Price in Cart,10949,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-F9460ZUGTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,Z-SM-R510NZAAASAMX,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,81.79999999999995
2024-5-31 0:33:7,S-SMP-10,SM-F9460ZKDTGY,"Galaxy Z Fold5 256, 12GB + 256GB, Black",SKU Price,10199,Passed,SKU Price in Cart,10199,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Passed,-,Items in Cart,SM-F9460ZKDTGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-ITFITE01,1,Passed,Z-SM-R510NZAAASAMX,1,Passed,,,,,,,,,,,,,,,,,,,,,,Passed,76.03000000000009
2024-5-31 0:34:26,S-SMP-11,SM-F7310ZYETGY,"Galaxy Z Flip5 512, Yellow (eStore)",SKU Price,6974,Passed,SKU Price in Cart,6974,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-F7310ZYETGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-SM-R510NZAAASAMX,1,Passed,Z-ITFITE01,1,Passed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,,,,Passed,100.88
2024-5-31 0:36:10,S-SMP-12,SM-F7310ZEATGY,"Galaxy Z Flip5 256, 8GB + 256GB, Cream",SKU Price,6224,Passed,SKU Price in Cart,6224,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Failed,More - Expected 4 / Actual 5,Items in Cart,SM-F7310ZEATGY,1,Passed,Z-EP-T6530NBEGGB,1,Passed,Z-EP-P5400TWEGGB,1,Passed,Z-SM-R510NZAAASAMX,1,Failed,Z-ITFITE01,1,Passed,Z-EF-ZF731CTEGWW,1,Passed,,,,,,,,,,,,,,,,Failed,111.73000000000002
2024-5-31 0:38:7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),52.020000000000095
2024-5-31 0:39:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),55.72000000000003
2024-5-31 0:40:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),63.210000000000036
2024-5-31 0:41:12,S-SMP-16,SM-S7110LGGTGY,"Galaxy S23 FE 256, Mint",SKU Price,3824,Passed,SKU Price in Cart,3824,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,4,Failed,Less - Expected 5 / Actual 4,Items in Cart,SM-S7110LGGTGY,1,Passed,Z-SM-R400NZWATGY,1,Passed,Z-ITFITPW03,1,Passed,Z-EF-QS711CTEGWW,1,Passed,Z-ITFITAC09,1,Passed,,,,,,,,,,,,,,,,,,,Failed,141.62000000000012
2024-5-31 0:43:47,S-SMP-17,SM-A5560ZKATGY,Galaxy A55 5G 8GB 128GB Awesome Navy,SKU Price,2803,Passed,SKU Price in Cart,2803,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-A5560ZKATGY,1,Passed,Z-EB-P3400XUEGWW,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW08BE,1,Passed,Z-EF-ZA556CBEGWW,1,Passed,Z-ITFITT10WE,1,Passed,,,,,,,,,,,,,,,,Passed,173.29999999999995
2024-5-31 0:46:41,S-SMP-18,SM-A3560ZKDTGY,Galaxy A35 5G 8GB 128GB Awesome Navy,SKU Price,2293,Passed,SKU Price in Cart,2293,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,5,Passed,-,Items in Cart,SM-A3560ZKDTGY,1,Passed,Z-ITFITEX43,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW08BE,1,Passed,Z-EF-QA356CTEGWW,1,Passed,Z-SM-R400NZWATGY,1,Passed,,,,,,,,,,,,,,,,Passed,122.08000000000015
2024-5-31 0:48:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),64.28999999999996
2024-5-31 0:49:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),55.77999999999997
2024-5-31 0:50:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),50.49000000000001
2024-5-31 0:51:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),62.210000000000036
2024-5-31 0:52:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),55.799999999999955
2024-5-31 0:53:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),45.190000000000055
2024-5-31 0:54:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),44.320000000000164
2024-5-31 0:55:32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),47.48000000000002
2024-5-31 0:56:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),46.76999999999998
2024-5-31 0:57:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),53.1099999999999
2024-5-31 0:58:20,S-SMP-29,SM-R930NZEATGY,"Galaxy Watch6 40mm (BT), Gold",SKU Price,1559,Passed,SKU Price in Cart,1559,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R930NZEATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,124.88000000000011
2024-5-31 1:0:30,S-SMP-30,SM-R935FZEATGY,"Galaxy Watch6 40mm (LTE), Gold",SKU Price,1799,Passed,SKU Price in Cart,1799,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R935FZEATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,115.96000000000004
2024-5-31 1:2:34,S-SMP-31,SM-R940NZKATGY,"Galaxy Watch6 44mm (BT), Graphite",SKU Price,1679,Passed,SKU Price in Cart,1679,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R940NZKATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,113.90000000000009
2024-5-31 1:4:26,S-SMP-32,SM-R945FZKATGY,"Galaxy Watch6 44mm (LTE), Graphite",SKU Price,1919,Passed,SKU Price in Cart,1919,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R945FZKATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,113.78999999999996
2024-5-31 1:6:23,S-SMP-33,SM-R950NZKATGY,"Galaxy Watch6 Classic 43mm (BT), Black",SKU Price,2379,Passed,SKU Price in Cart,2379,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R950NZKATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,96.96000000000004
2024-5-31 1:8:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),50.57999999999993
2024-5-31 1:8:59,S-SMP-35,SM-R960NZKATGY,"Galaxy Watch6 Classic 47mm (BT), Black",SKU Price,2519,Passed,SKU Price in Cart,2519,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R960NZKATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,96.37999999999965
2024-5-31 1:10:44,S-SMP-36,SM-R965FZKATGY,"Galaxy Watch6 Classic 47mm (LTE), Black",SKU Price,2599,Passed,SKU Price in Cart,2599,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,2,Passed,-,Items in Cart,SM-R965FZKATGY,1,Passed,Z-ITFITAC09,1,Passed,Z-ITFITPW12,1,Passed,,,,,,,,,,,,,,,,,,,,,,,,,Passed,109.09999999999991
2024-5-31 1:12:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),47.54999999999973
2024-5-31 1:13:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OOS (Blocked),43.440000000000055
2024-5-31 1:14:20,S-TAB-01,SM-X710NZAATGY,"Galaxy Tab S9, 8GB+128, Graphite",SKU Price,4842,Passed,SKU Price in Cart,4842,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-X710NZAATGY,1,Passed,Z-EF-DX710UBEGWW,1,Passed,Z-ITFITEX43,1,Failed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,155.8199999999997
2024-5-31 1:16:59,S-TAB-02,SM-X810NZAATGY,"Galaxy Tab S9+, 12GB+256, Graphite",SKU Price,6074,Passed,SKU Price in Cart,6074,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-X810NZAATGY,1,Passed,Z-EF-DX810UBEGWW,1,Passed,Z-ITFITEX43,1,Failed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,141
2024-5-31 1:19:28,S-TAB-03,SM-X910NZAATGY,"Galaxy Tab S9 Ultra, 12GB+256, Graphite",SKU Price,6782,Passed,SKU Price in Cart,6782,Passed,Extra Trade-In Rebate,,,SC Plus Price,,,Premium Count,3,Failed,Less - Expected 4 / Actual 3,Items in Cart,SM-X910NZAATGY,1,Passed,Z-EF-DX910UBEGWW,1,Passed,Z-ITFITEX43,1,Failed,Z-ITFITE01,1,Passed,,,,,,,,,,,,,,,,,,,,,,Failed,145.80999999999995
